TransactionID,Date,Product,CustomerID,SalesAmount,TargetSales,ExpenseAmount,Distributor
T00901,8/22/2024 0:00,Packaging Materials,C0372,49983.07,31281.85,6323.8,Distributor D
T00902,12/7/2020 0:00,Auto Parts,C0006,7028.13,12627.13,8329.18,Distributor C
T00903,7/29/2023 0:00,Food Products,C0239,18445.05,39131.3,5466.6,Distributor D
T00904,8/31/2025 0:00,Personal Care,C0197,40663.28,1090.23,8136.15,Distributor D
T00905,7/15/2025 0:00,Electronics,C0173,49249.18,51459.39,4237.46,Distributor A
T00906,6/14/2022 0:00,Home Appliances,C0080,45406.84,43863.6,7430.03,Distributor B
T00907,8/29/2025 0:00,Packaging Materials,C0040,45283.32,7236.02,5336.38,Distributor A
T00908,6/1/2020 0:00,Auto Parts,C0232,36728.73,26413.84,1820.42,Distributor D
T00909,5/27/2023 0:00,Industrial Parts,C0053,40835.28,18184.57,7331.94,Distributor B
T00910,4/3/2025 0:00,Auto Parts,C0373,28088.44,49868.67,1990.34,Distributor B
T00911,10/19/2022 0:00,Home Appliances,C0336,37246.39,8203.88,6477.01,Distributor B
T00912,9/27/2025 0:00,Food Products,C0497,43414.45,19698.4,8970.39,Distributor A
T00913,1/18/2024 0:00,Food Products,C0269,18227.86,52919.59,3654.13,Distributor B
T00914,9/28/2023 0:00,Packaging Materials,C0451,13522.05,4425.44,8186.74,Distributor A
T00915,2/18/2023 0:00,Personal Care,C0221,27062.09,49316.98,1608.79,Distributor C
T00916,11/26/2023 0:00,Personal Care,C0313,15856.87,17068.89,5849.56,Distributor C
T00917,11/3/2025 0:00,Packaging Materials,C0019,6273.59,49553.82,975.96,Distributor B
T00918,6/22/2025 0:00,Auto Parts,C0336,46293.62,49159.14,5333.54,Distributor D
T00919,3/30/2025 0:00,Electronics,C0331,16343.67,52390.94,8839.08,Distributor B
T00920,9/9/2023 0:00,Office Supplies,C0336,32392.21,18417.78,3203.66,Distributor B
T00921,8/31/2023 0:00,Electronics,C0242,36291.28,38280.77,4089.9,Distributor D
T00922,6/28/2021 0:00,Home Appliances,C0144,29747.75,33205.2,9837.04,Distributor C
T00923,4/15/2023 0:00,Home Appliances,C0400,29707.22,2118.48,3431.5,Distributor D
T00924,4/11/2023 0:00,Beverages,C0241,13954.41,32435.96,764.59,Distributor C
T00925,10/28/2025 0:00,Packaging Materials,C0457,44657.06,27181.77,8891.56,Distributor B
T00926,3/5/2024 0:00,Auto Parts,C0127,44450.39,1249.23,8958.7,Distributor C
T00927,4/6/2023 0:00,Beverages,C0388,7999.92,4936.79,6045.25,Distributor A
T00928,10/28/2021 0:00,Personal Care,C0146,27906.86,40148.32,1577.81,Distributor D
T00929,2/16/2024 0:00,Food Products,C0166,21556.26,54297.82,9569.21,Distributor C
T00930,8/26/2020 0:00,Electronics,C0254,2494.5,36391.08,3919.75,Distributor A
T00931,8/20/2020 0:00,Office Supplies,C0411,38686.05,40461.03,2346.61,Distributor D
T00932,6/22/2020 0:00,Beverages,C0076,20936.91,2333.43,4599.72,Distributor C
T00933,10/6/2021 0:00,Medical Supplies,C0463,36267.87,5364.4,3612.68,Distributor C
T00934,5/14/2023 0:00,Food Products,C0326,35132.16,25399.46,7030.51,Distributor B
T00935,5/17/2021 0:00,Auto Parts,C0352,20853.4,45277.7,6681.22,Distributor D
T00936,4/24/2021 0:00,Home Appliances,C0329,30486.03,7856.92,1548.96,Distributor A
T00937,10/1/2022 0:00,Food Products,C0021,4949.99,8970.31,3231.34,Distributor A
T00938,2/10/2023 0:00,Packaging Materials,C0322,27047.69,25663.62,5315.7,Distributor A
T00939,2/23/2022 0:00,Beverages,C0165,3485.98,17736.87,6229.37,Distributor B
T00940,7/5/2023 0:00,Medical Supplies,C0350,32417.17,27733.44,1022.64,Distributor D
T00941,10/13/2021 0:00,Packaging Materials,C0175,36999.35,17598.05,8633.58,Distributor A
T00942,9/7/2023 0:00,Packaging Materials,C0265,28140.49,37029.3,6031.09,Distributor B
T00943,5/11/2021 0:00,Beverages,C0456,4342.42,17019.96,1629.15,Distributor D
T00944,9/1/2025 0:00,Medical Supplies,C0460,46223.06,34189.05,9588.02,Distributor C
T00945,4/25/2021 0:00,Office Supplies,C0446,44817.36,33330.91,8695.77,Distributor A
T00946,10/21/2024 0:00,Electronics,C0486,30467.98,53406.38,1469.26,Distributor D
T00947,3/30/2021 0:00,Home Appliances,C0093,38640.03,39788.62,5616.79,Distributor C
T00948,4/18/2022 0:00,Auto Parts,C0127,9181.77,19066.62,7534.03,Distributor C
T00949,4/4/2022 0:00,Personal Care,C0109,39640.29,10506.63,2212.08,Distributor B
T00950,12/19/2020 0:00,Home Appliances,C0277,2111.73,46014.42,8163.54,Distributor C
T00951,1/2/2020 0:00,Auto Parts,C0150,38285.27,32016.86,1563.37,Distributor B
T00952,12/2/2024 0:00,Office Supplies,C0157,33049.16,23636.09,3944.88,Distributor B
T00953,7/18/2025 0:00,Personal Care,C0366,29910.15,38900.45,9880.52,Distributor B
T00954,6/3/2022 0:00,Personal Care,C0027,2915.84,2874.88,8757.86,Distributor A
T00955,8/16/2022 0:00,Industrial Parts,C0230,12522.37,41478.62,6432.98,Distributor A
T00956,12/10/2024 0:00,Industrial Parts,C0443,38039.91,39913.32,2210.21,Distributor D
T00957,2/3/2020 0:00,Personal Care,C0257,2412.76,26124.71,7567.49,Distributor D
T00958,3/21/2023 0:00,Food Products,C0361,35135.97,19037.77,3233.4,Distributor C
T00959,7/27/2023 0:00,Auto Parts,C0013,32709.98,23657.61,550.15,Distributor B
T00960,8/20/2020 0:00,Medical Supplies,C0084,1644.6,43436.78,9260.58,Distributor D
T00961,7/10/2023 0:00,Medical Supplies,C0471,6182.28,43256.43,3829.8,Distributor D
T00962,9/23/2023 0:00,Industrial Parts,C0092,45795.04,32704.56,5102.47,Distributor A
T00963,11/17/2022 0:00,Office Supplies,C0343,31669.49,40582.96,5841.76,Distributor B
T00964,6/29/2021 0:00,Personal Care,C0200,2673.54,21553.94,5648.48,Distributor A
T00965,2/24/2024 0:00,Medical Supplies,C0068,36284.62,27869.49,1393.4,Distributor B
T00966,11/15/2024 0:00,Food Products,C0332,47744.81,12945.03,205.24,Distributor B
T00967,3/18/2023 0:00,Home Appliances,C0034,16446.02,8612.27,3029.65,Distributor A
T00968,6/15/2025 0:00,Packaging Materials,C0070,36844.71,8779.2,1611.32,Distributor B
T00969,7/6/2023 0:00,Industrial Parts,C0022,42451.02,47412.35,2398.61,Distributor D
T00970,12/28/2020 0:00,Medical Supplies,C0136,17340.98,33023.81,9507.85,Distributor B
T00971,2/15/2025 0:00,Office Supplies,C0226,17653.04,22934.38,6740.26,Distributor A
T00972,11/1/2023 0:00,Auto Parts,C0353,12980.29,31479.11,6420.25,Distributor D
T00973,12/6/2024 0:00,Medical Supplies,C0421,8339.2,18673.07,5676,Distributor A
T00974,3/31/2023 0:00,Packaging Materials,C0185,46540.12,25068.2,6053.77,Distributor A
T00975,6/2/2020 0:00,Food Products,C0259,7358.26,39461.41,4243.22,Distributor A
T00976,9/14/2021 0:00,Electronics,C0414,14130.64,47567.53,7768.57,Distributor A
T00977,2/9/2023 0:00,Industrial Parts,C0078,35729.94,12618.31,2552.2,Distributor A
T00978,11/27/2022 0:00,Packaging Materials,C0409,24005,2424.38,9674.55,Distributor D
T00979,8/28/2022 0:00,Home Appliances,C0205,25526.97,38015.2,2973.84,Distributor A
T00980,12/15/2024 0:00,Industrial Parts,C0259,38384.66,36694.74,3236.65,Distributor C
T00981,6/21/2023 0:00,Beverages,C0163,40839.39,46410.56,9382.68,Distributor B
T00982,7/16/2025 0:00,Medical Supplies,C0008,29815.76,15165.3,2313.23,Distributor C
T00983,3/27/2025 0:00,Food Products,C0168,6068.86,45893.53,4157.31,Distributor B
T00984,4/28/2022 0:00,Food Products,C0479,29294.1,31589.6,2742.51,Distributor D
T00985,4/16/2022 0:00,Food Products,C0365,35485.12,33770.82,3871.79,Distributor A
T00986,1/6/2020 0:00,Packaging Materials,C0150,16664.54,53967.44,4858.54,Distributor C
T00987,5/10/2021 0:00,Home Appliances,C0202,47653.34,53912.89,2214.69,Distributor B
T00988,7/15/2024 0:00,Personal Care,C0083,39234.74,7793.78,1417.42,Distributor C
T00989,1/13/2025 0:00,Electronics,C0153,8297.24,19532.96,8969.03,Distributor D
T00990,6/10/2021 0:00,Food Products,C0236,33711.19,29008.8,1723.77,Distributor B
T00991,1/18/2020 0:00,Auto Parts,C0441,23749.41,37896.69,2559.93,Distributor C
T00992,9/11/2020 0:00,Packaging Materials,C0252,33939.38,15847.81,6101.48,Distributor B
T00993,11/14/2021 0:00,Food Products,C0074,45376.55,29681.75,6987.58,Distributor C
T00994,2/5/2022 0:00,Personal Care,C0317,21212.82,45181.93,2956.95,Distributor C
T00995,9/8/2024 0:00,Medical Supplies,C0184,34746.49,51000.18,3708.63,Distributor A
T00996,12/1/2020 0:00,Medical Supplies,C0199,2647.35,25476.57,2736.17,Distributor B
T00997,3/8/2023 0:00,Medical Supplies,C0091,11313.55,1633.68,4791.14,Distributor B
T00998,11/24/2023 0:00,Home Appliances,C0410,43097.3,21768.2,2611.96,Distributor D
T00999,9/8/2023 0:00,Electronics,C0448,28897.82,3458.28,715.74,Distributor C
T01000,12/22/2021 0:00,Packaging Materials,C0458,24286.12,10761.08,4982.87,Distributor D
T01001,9/14/2024 0:00,Beverages,C0363,2865.25,34770.01,1478.93,Distributor C
T01002,3/27/2022 0:00,Industrial Parts,C0031,19624.74,47261.72,3701.92,Distributor C
T01003,6/9/2023 0:00,Packaging Materials,C0267,21486.54,32450.71,3520.41,Distributor B
T01004,2/10/2023 0:00,Food Products,C0062,21792.58,18590.39,2476.59,Distributor C
T01005,3/24/2022 0:00,Medical Supplies,C0355,37276.97,3493.72,8114.6,Distributor D
T01006,3/25/2020 0:00,Packaging Materials,C0451,19206.8,2031.1,6618.24,Distributor A
T01007,9/28/2025 0:00,Auto Parts,C0456,14321.22,18552.55,6949.56,Distributor B
T01008,12/16/2023 0:00,Auto Parts,C0165,23498.22,41896.96,4784.94,Distributor C
T01009,4/2/2023 0:00,Packaging Materials,C0294,45010.32,35628.88,6150.82,Distributor A
T01010,12/23/2020 0:00,Home Appliances,C0480,24748.16,17027.08,8834.24,Distributor B
T01011,2/21/2024 0:00,Home Appliances,C0021,29748.45,50426.78,4735.17,Distributor C
T01012,4/20/2020 0:00,Industrial Parts,C0092,15486.85,35908.32,9867.55,Distributor C
T01013,4/17/2022 0:00,Auto Parts,C0045,6828.28,18121.8,9948.94,Distributor D
T01014,1/6/2020 0:00,Food Products,C0201,36090.95,38215.71,3378.14,Distributor D
T01015,1/18/2023 0:00,Industrial Parts,C0147,11673.39,2117.05,6308.66,Distributor B
T01016,3/30/2021 0:00,Medical Supplies,C0447,43187.65,29267.6,3074.03,Distributor D
T01017,7/8/2024 0:00,Food Products,C0240,24372.15,54769.31,2650.14,Distributor C
T01018,12/14/2025 0:00,Office Supplies,C0479,6794.1,3055.26,3048.67,Distributor A
T01019,1/5/2021 0:00,Medical Supplies,C0332,10982.05,30049.42,2201.73,Distributor A
T01020,4/9/2025 0:00,Home Appliances,C0032,34535.98,29605.19,1794.45,Distributor D
T01021,6/28/2020 0:00,Food Products,C0392,17972.71,14207.35,1860.63,Distributor C
T01022,8/6/2025 0:00,Auto Parts,C0485,16672.6,19537.36,1876.05,Distributor A
T01023,1/6/2021 0:00,Home Appliances,C0279,7208.94,36440.21,3250.66,Distributor C
T01024,2/9/2021 0:00,Home Appliances,C0431,29895.68,3916.07,5967.56,Distributor A
T01025,6/11/2021 0:00,Electronics,C0480,26007.45,31488.07,6990.22,Distributor A
T01026,10/23/2024 0:00,Food Products,C0023,33068.1,42450.19,9374.92,Distributor B
T01027,3/21/2020 0:00,Medical Supplies,C0153,32302.91,12356.23,276.31,Distributor A
T01028,12/9/2022 0:00,Home Appliances,C0028,28482.19,49845.96,7365.75,Distributor C
T01029,9/15/2024 0:00,Food Products,C0058,13650.81,22939.6,4934.61,Distributor B
T01030,10/8/2025 0:00,Industrial Parts,C0180,2824.86,25650.4,7600.38,Distributor C
T01031,1/29/2025 0:00,Office Supplies,C0489,12019.92,13184.89,9309.23,Distributor D
T01032,5/8/2021 0:00,Auto Parts,C0453,9951.48,41291.7,728.77,Distributor A
T01033,1/2/2020 0:00,Beverages,C0213,37787.97,34692.18,4484.34,Distributor B
T01034,5/19/2022 0:00,Packaging Materials,C0067,13040.5,22216.49,3149.07,Distributor C
T01035,8/16/2020 0:00,Medical Supplies,C0148,18153.8,20497.23,542.44,Distributor B
T01036,2/28/2021 0:00,Industrial Parts,C0024,29867.76,29661.6,3145.73,Distributor B
T01037,2/24/2024 0:00,Home Appliances,C0020,25179.71,18047.77,9204.6,Distributor A
T01038,4/2/2021 0:00,Office Supplies,C0265,47337.24,14970.22,3175.59,Distributor C
T01039,8/13/2024 0:00,Auto Parts,C0095,47674.44,15598.45,1714.93,Distributor D
T01040,10/13/2022 0:00,Office Supplies,C0228,18372.44,50329.74,3944.76,Distributor B
T01041,2/24/2023 0:00,Industrial Parts,C0011,16962.76,4935.27,4151.71,Distributor B
T01042,6/14/2020 0:00,Personal Care,C0014,4834.27,7943.94,7415.78,Distributor C
T01043,10/15/2022 0:00,Industrial Parts,C0455,38111.96,49704.99,7576.25,Distributor C
T01044,6/15/2024 0:00,Beverages,C0166,38155.16,41049.14,5004.76,Distributor C
T01045,1/26/2020 0:00,Packaging Materials,C0263,30187.31,20712.97,674.57,Distributor B
T01046,11/12/2022 0:00,Personal Care,C0378,44991.68,15553.14,7675.39,Distributor D
T01047,1/21/2022 0:00,Packaging Materials,C0108,18859.35,6715.41,4560.89,Distributor C
T01048,4/6/2021 0:00,Home Appliances,C0034,49379.53,47219.99,6475.08,Distributor A
T01049,6/4/2025 0:00,Electronics,C0216,29512.5,10237.88,4959.35,Distributor C
T01050,1/23/2021 0:00,Electronics,C0496,5054.77,43341.62,2979.24,Distributor C
T01051,3/18/2023 0:00,Packaging Materials,C0476,26176.31,18348.47,6686.32,Distributor B
T01052,4/14/2022 0:00,Beverages,C0453,40004.26,53083.16,5981.32,Distributor C
T01053,2/27/2023 0:00,Home Appliances,C0047,12507.4,35725.89,2122.29,Distributor B
T01054,3/26/2024 0:00,Personal Care,C0081,37633.67,6703.73,8885.58,Distributor B
T01055,8/25/2021 0:00,Home Appliances,C0077,36570.17,37227.94,9961.4,Distributor B
T01056,3/22/2025 0:00,Industrial Parts,C0016,5735.47,53190.22,883.69,Distributor D
T01057,8/25/2021 0:00,Electronics,C0139,33759.43,54751,4935.2,Distributor A
T01058,2/17/2022 0:00,Beverages,C0179,9783.2,32081.27,8434.98,Distributor B
T01059,12/6/2025 0:00,Industrial Parts,C0439,46428.81,1947.28,930.91,Distributor D
T01060,9/13/2023 0:00,Industrial Parts,C0098,30115.41,7918.67,2765.39,Distributor A
T01061,6/15/2025 0:00,Auto Parts,C0167,23560.31,47133.71,7570.32,Distributor A
T01062,8/17/2020 0:00,Personal Care,C0097,13418.12,7151.65,9506.58,Distributor B
T01063,4/15/2021 0:00,Electronics,C0302,19176.86,42564.69,928.08,Distributor B
T01064,4/3/2024 0:00,Personal Care,C0033,33890.56,21185.91,7666.06,Distributor B
T01065,1/12/2021 0:00,Beverages,C0352,27924.24,52458.53,431.85,Distributor C
T01066,3/17/2025 0:00,Auto Parts,C0048,47827.17,1477.53,1996.1,Distributor D
T01067,7/6/2023 0:00,Auto Parts,C0025,47660.12,46497.66,9210.29,Distributor A
T01068,5/31/2023 0:00,Beverages,C0464,1360.67,3680.07,9690.15,Distributor A
T01069,12/11/2020 0:00,Electronics,C0213,8921.04,45313.48,8396.14,Distributor C
T01070,8/18/2024 0:00,Electronics,C0396,18130.07,49963.32,2295.81,Distributor C
T01071,12/23/2023 0:00,Beverages,C0060,16458.47,1597.44,9031.21,Distributor C
T01072,6/5/2023 0:00,Packaging Materials,C0482,48063.92,3952.35,7067.64,Distributor C
T01073,10/19/2022 0:00,Medical Supplies,C0358,6618.4,2321.04,5100.97,Distributor C
T01074,5/11/2021 0:00,Electronics,C0341,16169,53406.77,3013.03,Distributor D
T01075,12/21/2024 0:00,Home Appliances,C0299,4388.3,37908.77,7484.22,Distributor A
T01076,10/1/2020 0:00,Food Products,C0411,9660.41,31299.92,9213.02,Distributor D
T01077,2/13/2022 0:00,Beverages,C0212,9311.63,15020.69,1857.95,Distributor C
T01078,11/13/2024 0:00,Office Supplies,C0149,49579.62,30946.62,2674.2,Distributor A
T01079,5/6/2022 0:00,Medical Supplies,C0386,28596.14,40090.97,8299.95,Distributor B
T01080,2/19/2022 0:00,Electronics,C0413,32924.66,36699.12,7111.22,Distributor B
T01081,6/20/2023 0:00,Industrial Parts,C0400,28611.76,37675.47,679.09,Distributor A
T01082,4/16/2021 0:00,Industrial Parts,C0056,2755.08,42963.59,8481.27,Distributor C
T01083,4/5/2020 0:00,Packaging Materials,C0099,48025.55,2401.62,3050.58,Distributor B
T01084,2/2/2022 0:00,Personal Care,C0067,43324.87,30569.93,8178.05,Distributor C
T01085,12/28/2023 0:00,Medical Supplies,C0234,2500.37,54499.83,4417.42,Distributor B
T01086,2/28/2020 0:00,Personal Care,C0005,12572.15,34173.89,8805.1,Distributor A
T01087,1/12/2023 0:00,Office Supplies,C0324,43944.05,47166.19,4132.28,Distributor B
T01088,5/17/2021 0:00,Personal Care,C0181,49378.98,8447.59,2404.55,Distributor B
T01089,9/12/2020 0:00,Office Supplies,C0457,19996.37,24973.64,5750.44,Distributor A
T01090,12/29/2020 0:00,Medical Supplies,C0164,925.58,18666.08,6336.77,Distributor B
T01091,5/10/2022 0:00,Beverages,C0404,3144.92,11602.21,7427.63,Distributor C
T01092,4/17/2025 0:00,Auto Parts,C0476,4170.09,24293.75,4795.93,Distributor A
T01093,1/22/2023 0:00,Industrial Parts,C0027,17647.77,19310.79,9183.43,Distributor C
T01094,7/5/2024 0:00,Electronics,C0068,44285.14,38982.03,4092.73,Distributor D
T01095,6/23/2020 0:00,Beverages,C0454,34159.39,37067.42,8341.67,Distributor C
T01096,8/6/2020 0:00,Office Supplies,C0047,48663.54,6058.24,1535.88,Distributor D
T01097,1/14/2025 0:00,Industrial Parts,C0265,42861.06,4459.09,1801.7,Distributor C
T01098,3/16/2022 0:00,Personal Care,C0136,11220.85,27874.71,5461.59,Distributor D
T01099,5/24/2024 0:00,Home Appliances,C0359,42614.76,19038.89,3700.01,Distributor B
T01100,11/16/2023 0:00,Beverages,C0017,32832.59,25278.59,2784,Distributor B
T01101,12/9/2024 0:00,Industrial Parts,C0071,878.1,1615.99,3286.03,Distributor A
T01102,6/10/2020 0:00,Personal Care,C0259,33865.32,44516.99,2175.75,Distributor A
T01103,12/12/2020 0:00,Electronics,C0230,26441.08,54000.25,7142.24,Distributor A
T01104,4/3/2020 0:00,Personal Care,C0215,32925.03,7584.09,5270.99,Distributor A
T01105,7/25/2021 0:00,Auto Parts,C0467,6643.26,33422.31,7259.23,Distributor D
T01106,7/12/2025 0:00,Packaging Materials,C0070,18637.76,8362.54,6836.18,Distributor C
T01107,1/20/2021 0:00,Industrial Parts,C0361,48684.99,54556.07,1992.56,Distributor C
T01108,3/13/2020 0:00,Medical Supplies,C0280,19871.36,34251.24,699.85,Distributor B
T01109,6/10/2025 0:00,Home Appliances,C0187,46964.35,53663.01,131.06,Distributor B
T01110,5/31/2023 0:00,Beverages,C0306,7658.83,25827.37,8899.31,Distributor D
T01111,5/19/2020 0:00,Industrial Parts,C0132,36281.17,45286.51,5308.95,Distributor B
T01112,7/4/2021 0:00,Office Supplies,C0432,49505.15,53552.69,5696.45,Distributor A
T01113,3/1/2022 0:00,Medical Supplies,C0219,31843.46,23094.77,5584.33,Distributor A
T01114,9/24/2022 0:00,Electronics,C0204,7073,1599.46,4016.56,Distributor B
T01115,1/6/2020 0:00,Home Appliances,C0011,33885.91,34899.99,883.45,Distributor D
T01116,7/29/2021 0:00,Medical Supplies,C0030,33661.56,27838.43,9306.01,Distributor D
T01117,12/6/2024 0:00,Beverages,C0030,21214.22,3519.04,6241.26,Distributor B
T01118,10/12/2020 0:00,Food Products,C0499,29044.19,10043.99,9956.47,Distributor D
T01119,12/26/2024 0:00,Medical Supplies,C0468,30622.6,22701.72,897.85,Distributor A
T01120,9/2/2020 0:00,Food Products,C0128,33412.06,29535.31,9984.71,Distributor C
T01121,6/13/2025 0:00,Food Products,C0093,28157.62,2908.88,1970.62,Distributor A
T01122,3/6/2021 0:00,Auto Parts,C0298,16333.57,44945.18,979.93,Distributor A
T01123,2/22/2025 0:00,Packaging Materials,C0259,2211.63,11869.75,2555.92,Distributor B
T01124,3/9/2024 0:00,Personal Care,C0372,15680.23,6781.72,9521.52,Distributor B
T01125,7/3/2022 0:00,Food Products,C0054,34216.46,6428.73,3695.74,Distributor C
T01126,11/27/2025 0:00,Medical Supplies,C0115,44973.74,31639.38,3493.29,Distributor D
T01127,8/23/2025 0:00,Beverages,C0236,25374.37,4059.33,7750.64,Distributor D
T01128,9/24/2022 0:00,Personal Care,C0430,32320.89,26443.14,8964.37,Distributor D
T01129,10/19/2025 0:00,Medical Supplies,C0274,8166.49,39026.34,6350.16,Distributor B
T01130,7/4/2025 0:00,Auto Parts,C0025,41957.89,17650.42,5090.52,Distributor A
T01131,10/30/2024 0:00,Beverages,C0370,38604.83,11729.05,1401.46,Distributor C
T01132,11/15/2025 0:00,Home Appliances,C0114,3864.6,52738,916,Distributor C
T01133,11/9/2023 0:00,Beverages,C0085,11140.5,15344.06,1888.38,Distributor D
T01134,10/27/2021 0:00,Personal Care,C0153,8347.33,22310.32,7313.41,Distributor B
T01135,6/9/2020 0:00,Auto Parts,C0275,40200.53,2723.01,6960.39,Distributor A
T01136,3/31/2022 0:00,Packaging Materials,C0406,854.98,35219.39,3339.52,Distributor A
T01137,2/1/2023 0:00,Industrial Parts,C0423,12844.9,54490.76,5930.76,Distributor A
T01138,3/14/2020 0:00,Electronics,C0458,45735.42,37570.19,9162.31,Distributor B
T01139,9/30/2023 0:00,Electronics,C0498,22198.51,15345.07,6442.25,Distributor C
T01140,10/20/2022 0:00,Industrial Parts,C0414,31917.73,39030.93,5470.97,Distributor A
T01141,9/7/2025 0:00,Personal Care,C0028,15074.77,2614.28,7072.01,Distributor D
T01142,8/5/2025 0:00,Auto Parts,C0053,41704.56,30419.86,473.97,Distributor C
T01143,5/24/2025 0:00,Electronics,C0341,13592.64,53687.17,9873.67,Distributor B
T01144,3/16/2020 0:00,Office Supplies,C0057,33600.2,51074.41,6642.12,Distributor D
T01145,7/31/2025 0:00,Electronics,C0269,4014.86,41539.34,2999.49,Distributor B
T01146,3/14/2025 0:00,Home Appliances,C0219,2612.96,29976.68,7207.49,Distributor A
T01147,4/29/2025 0:00,Electronics,C0030,34247.99,47581.25,1646.29,Distributor A
T01148,11/4/2025 0:00,Industrial Parts,C0025,46620.03,22822.98,4997.85,Distributor D
T01149,8/20/2021 0:00,Medical Supplies,C0404,46286.97,22813.34,9580.66,Distributor A
T01150,2/25/2025 0:00,Electronics,C0192,48449.71,19086.92,4919.01,Distributor A
T01151,4/24/2020 0:00,Office Supplies,C0402,48082.94,15137.87,271.73,Distributor A
T01152,6/24/2025 0:00,Auto Parts,C0205,36829.26,52463.34,7884.8,Distributor D
T01153,6/28/2024 0:00,Medical Supplies,C0142,36160.17,21322.23,9100.14,Distributor C
T01154,2/23/2025 0:00,Medical Supplies,C0441,5970.41,11873.62,6394.32,Distributor D
T01155,9/8/2023 0:00,Food Products,C0444,17258.09,38914.49,4339.86,Distributor C
T01156,9/8/2024 0:00,Medical Supplies,C0467,8017.99,40931.4,9647.88,Distributor C
T01157,6/18/2022 0:00,Auto Parts,C0325,39164.83,30271.87,7640.64,Distributor D
T01158,4/29/2023 0:00,Industrial Parts,C0468,14677.6,19612.17,5184.08,Distributor A
T01159,8/28/2025 0:00,Auto Parts,C0107,13027.85,48324.94,1117.9,Distributor B
T01160,1/16/2024 0:00,Packaging Materials,C0065,19784.71,17911.57,6875.82,Distributor C
T01161,8/19/2023 0:00,Electronics,C0404,10952.14,2886.56,6428.86,Distributor A
T01162,8/19/2024 0:00,Medical Supplies,C0377,26507.85,39795.82,5292,Distributor C
T01163,8/20/2025 0:00,Personal Care,C0410,6049.22,7420.09,7865.96,Distributor D
T01164,10/21/2022 0:00,Home Appliances,C0158,29599.18,29820.16,4532.7,Distributor D
T01165,9/14/2024 0:00,Electronics,C0190,4041.6,13971.58,4136.4,Distributor C
T01166,11/18/2020 0:00,Home Appliances,C0199,48264.05,30634,7227.54,Distributor B
T01167,11/13/2025 0:00,Office Supplies,C0064,30128.09,39341.96,1638.45,Distributor D
T01168,11/4/2024 0:00,Office Supplies,C0326,22422.86,40199.81,773.8,Distributor A
T01169,5/31/2025 0:00,Electronics,C0162,19487.07,12831.73,4545.28,Distributor A
T01170,11/13/2024 0:00,Personal Care,C0412,20592.79,18848.74,3387.38,Distributor B
T01171,12/21/2025 0:00,Medical Supplies,C0412,35390.23,16464.42,2183.99,Distributor A
T01172,10/8/2024 0:00,Home Appliances,C0199,26137.18,21888.48,257.01,Distributor A
T01173,3/30/2021 0:00,Medical Supplies,C0445,1012.35,7992.79,9325.37,Distributor C
T01174,1/24/2024 0:00,Personal Care,C0309,27626.01,39243.31,3015.13,Distributor C
T01175,6/15/2024 0:00,Medical Supplies,C0015,4321.8,6472.02,6917.43,Distributor D
T01176,3/17/2025 0:00,Industrial Parts,C0377,10621.19,4259.99,2087.56,Distributor B
T01177,7/29/2022 0:00,Personal Care,C0181,47542.47,14567.55,4811.51,Distributor B
T01178,2/3/2021 0:00,Personal Care,C0234,43447.78,2004.52,990.88,Distributor A
T01179,11/17/2020 0:00,Food Products,C0265,42478.18,36507.42,4280.98,Distributor D
T01180,4/24/2024 0:00,Office Supplies,C0472,44931.79,19355.22,1225.17,Distributor B
T01181,5/19/2022 0:00,Auto Parts,C0112,42132.99,26991.66,5024.85,Distributor B
T01182,8/16/2021 0:00,Office Supplies,C0207,44652.78,21386.14,4843.21,Distributor D
T01183,6/27/2023 0:00,Electronics,C0280,41720.84,48341.68,6494.02,Distributor C
T01184,2/1/2025 0:00,Home Appliances,C0497,15977.4,42759.75,6506.96,Distributor C
T01185,10/3/2022 0:00,Home Appliances,C0494,7577.86,22155.88,8653.67,Distributor A
T01186,7/24/2022 0:00,Beverages,C0169,1858.14,44738.03,2674.13,Distributor C
T01187,1/4/2021 0:00,Home Appliances,C0120,41705.47,42266.19,4055.92,Distributor B
T01188,10/16/2020 0:00,Home Appliances,C0393,5329.8,11425.33,7317.57,Distributor B
T01189,4/24/2025 0:00,Food Products,C0473,49520.47,36574.83,7683.28,Distributor D
T01190,1/1/2020 0:00,Electronics,C0094,40963.21,26408.34,1515.41,Distributor C
T01191,2/21/2021 0:00,Food Products,C0233,31992.38,53638.6,8888.23,Distributor C
T01192,7/9/2025 0:00,Industrial Parts,C0015,44409.61,38264.85,6216.44,Distributor C
T01193,8/25/2024 0:00,Office Supplies,C0215,17209.64,9231.8,1860.54,Distributor B
T01194,2/24/2022 0:00,Electronics,C0132,42315.86,14278.32,5244.69,Distributor A
T01195,3/16/2020 0:00,Food Products,C0488,17134.63,52129.64,4049.25,Distributor A
T01196,5/31/2022 0:00,Food Products,C0029,38680.57,46734.12,3292.27,Distributor C
T01197,5/4/2022 0:00,Personal Care,C0205,1275.83,9794.26,3020.88,Distributor A
T01198,9/7/2021 0:00,Packaging Materials,C0078,25472.35,40085.19,4029.06,Distributor C
T01199,3/4/2020 0:00,Packaging Materials,C0370,6639.09,47071.67,3073.45,Distributor B
T01200,10/11/2020 0:00,Office Supplies,C0253,39471.66,11878.25,6118.06,Distributor A
